4,The Twist,,,,,,,,,,
4, 8_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 8_maj , 6_maj , 1_maj , 1_1 ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,50 Ways To Leave Your Lover,,,,,,,,,,
4, N , N , N , N ,,,,,,,
4, 1_min/b3 8_min , 0:maj7 8_7(b9) , 1_min 8_7/3 , 8_7/5 8_7(b9) ,,,,,,,
4, 1_min 8_min/b3 , 0:maj7 8_7(b9) , 1_min 6_min7 , 1_min ,,,,,,,
4, 1_min/b3 8_min/b3 , 0:maj7 8_7(b9) , 1_min 8_7/3 , 8_7/5 8_7(b9) ,,,,,,,
4, 1_min 8_min/b3 , 0:maj7 8_7(b9) , 1_min 6_min7 , 1_min ,,,,,,,
4, 1_min 6_min7 , 1_min ,,,,,,,,,
4, 4_maj , 7_maj6 , 0:maj , 4_maj ,,,,,,,
4, 4_maj , 7_maj6 , 0:maj , 4_maj ,,,,,,,
4, 4_maj , 7_maj6 , 0:maj , 4_maj ,,,,,,,
4, 4_maj , 7_maj6 , 0:maj ,,,,,,,,
4, 4_maj , 4_maj ,,,,,,,,,
4, 1_min/b3 8_min , 0:maj7 8_7(b9) , 1_min 8_7/3 , 8_7/5 8_7(b9) ,,,,,,,
4, 1_min 8_min/b3 , 0:maj7 8_7(b9) , 1_min 6_min7 , 1_min ,,,,,,,
4, 1_min/b3 8_min/b3 , 0:maj7 8_7(b9) , 1_min 8_7/3 , 8_7/5 8_7(b9) ,,,,,,,
4, 1_min 8_min/b3 , 0:maj7 8_7(b9) , 1_min 6_min7 , 1_min ,,,,,,,
4, 1_min 6_min7 , 1_min ,,,,,,,,,
4, 4_maj , 7_maj6 , 0:maj , 4_maj ,,,,,,,
4, 4_maj , 7_maj6 , 0:maj , 4_maj ,,,,,,,
4, 4_maj , 7_maj6 , 0:maj , 4_maj ,,,,,,,
4, 4_maj , 7_maj6 , 0:maj ,,,,,,,,
4, N , N , N , N ,,,,,,,
4, N , N , N , N , N ,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,"Abraham, Martin And John",,,,,,,,,,
4, 1_maj 5_min , 3_min7 6_maj 1_maj . ,,,,,,,,,
4," 1_maj . 8_sus4(b7,9) 8_maj ", 6_maj/5 ,,,,,,,,,
4, 1_maj , 1_maj ,,,,,,,,,
4, 1_maj , 5_min7 , 3_min7 6_maj , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 5_min7 , 8_7 ,,,,,,,
4, 10_min , 5_min7 , 3_sus4 6_maj , 5_min7 ,,,,,,,
4, 3_min , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 8_9 , 6_maj , 1_maj ,,,,,,,
4, 1_maj , 5_min7 , 3_min7 6_maj , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 5_min7 , 8_7 ,,,,,,,
4, 10_min , 5_min7 , 3_sus4 6_maj , 5_min7 ,,,,,,,
4, 3_min , 8_maj , 6_maj , 6_maj ,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
4, 1_maj , 1_maj ,,,,,,,,,
4, 1_maj , 5_min7 , 3_min7 6_maj , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 5_min7 , 8_7 ,,,,,,,
4, 10_min , 5_min7 , 3_sus4 6_maj , 5_min7 ,,,,,,,
4, 3_min , 8_maj , 6_maj , 1_maj ,,,,,,,
4, 6_maj , 5_min7 , 3_sus4 6_maj , 5_min7 ,,,,,,,
4, 6_maj , 5_min7 , 3_sus4 6_maj , 3_sus4 6_maj ,,,,,,,
4, 1_maj , 1_maj , 8_min7 , 11_maj ,,,,,,,
4, 6_maj , 5_min7 ," 3_sus4(b7,9) ", 8_sus4 8_maj ,,,,,,,
4, 1_maj , 5_min7 , 3_min7 6_maj , 1_maj ,,,,,,,
4, 1_maj , 3_min7 , 5_min7 , 8_7 ,,,,,,,
4, 10_min , 5_min7 , 3_sus4 6_maj , 5_min7 ,,,,,,,
4, 3_min , 8_maj , 10_min , 6_maj ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj ,,,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,And She Was,,,,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 8_min , 8_min , 4_maj , 4_maj ,,,,,,,
4, 8_min , 8_min , 4_maj , 4_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj ,,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,And She Was,,,,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 8_min , 8_min , 4_maj , 4_maj ,,,,,,,
4, 8_min , 8_min , 4_maj , 4_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
4, 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
4, 1_maj 6_maj , 11_maj 6_maj , 1_maj ,,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Baby What You Want Me To Do,,,,,,,,,,
4,0,,,,,,,,,,
4, 1_7 , 1_7 ,,,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4, 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4, 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4, 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4, 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Baby What You Want Me To Do,,,,,,,,,,
4,0,,,,,,,,,,
4, 1_7 , 1_7 ,,,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4, 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4, 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4, 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4, 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
4, 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
4, 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Back Home Again,,,,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 3_min , 8_maj , 1_maj , 1_7 ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 3_min , 6_maj , 8_maj , 8_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
4, 6_maj , 8_7 , 1_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 8_maj , 8_7 , 6_maj , 6_maj 1_maj ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Back Home Again,,,,,,,,,,
4, 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 3_min , 8_maj , 1_maj , 1_7 ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 3_min , 6_maj , 8_maj , 8_maj ,,,,,,,
4, 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 6_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
4, 6_maj , 8_7 , 1_maj , 6_maj ,,,,,,,
4, 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
4, 8_maj , 8_7 , 6_maj , 6_maj 1_maj ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Be My Baby,,,,,,,,,,
4, N , N , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
4, 5_7 , 5_7 , 10_7 , 10_7 ,,,,,,,
4, 3_7 , 3_7 , 8_maj , 8_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4, 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
4, 5_7 , 5_7 , 10_7 , 10_7 ,,,,,,,
4, 3_7 , 3_7 , 8_maj , 8_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4, 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4, N , N ,,,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,", fadeout",,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Be My Baby,,,,,,,,,,
4, N , N , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
4, 5_7 , 5_7 , 10_7 , 10_7 ,,,,,,,
4, 3_7 , 3_7 , 8_maj , 8_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4, 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
4, 5_7 , 5_7 , 10_7 , 10_7 ,,,,,,,
4, 3_7 , 3_7 , 8_maj , 8_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4, 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4, N , N ,,,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,", fadeout",,,,,,
4, 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Big Iron,,,,,,,,,,
4, 10_min , 10_min , 10_min , 10_min , 5_maj , 10_min ,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 10_min , 10_min , 10_min , 10_min ,,,,,,,
4,0,,,,,,,,,,
4,0,,,,,,,,,,
4,Big Iron,,,,,,,,,,
4, 10_min , 10_min , 10_min , 10_min , 5_maj , 10_min ,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
4, 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
4, 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
4, 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
4, 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
