"Come Together"
"6_maj","1_maj","6_maj","1_maj"
"6_maj","1_maj"
"Annie's Song"
"1_maj","1_sus4","1_maj","1_sus4"
"1_maj","1_sus4","1_maj","1_sus4"
"6_maj","8_maj","10_min","6_maj"
"1_maj","5_min","10_min","8_maj"
"6_maj","5_min","3_min","6_maj"
"8_maj","8_maj","8_maj","8_maj"
"6_maj","8_maj","10_min","6_maj"
"1_maj","5_min","10_min","8_maj"
"6_maj","5_min","3_min","8_maj"
"1_maj","1_sus4","1_maj","1_sus4"
"6_maj","8_maj","10_min","6_maj"
"1_maj","5_min","10_min","8_maj"
"6_maj","5_min","3_min","6_maj"
"8_maj","8_maj","8_maj","8_maj"
"6_maj","8_maj","10_min","6_maj"
"1_maj","5_min","10_min","8_maj"
"6_maj","5_min","3_min","8_maj"
"1_maj","1_sus4","1_maj","1_sus4"
"6_maj","8_maj","10_min","6_maj"
"1_maj","5_min","10_min","8_maj"
"6_maj","5_min","3_min","6_maj"
"8_maj","8_maj","8_maj","8_maj"
"6_maj","8_maj","10_min","6_maj"
"1_maj","5_min","10_min","8_maj"
"6_maj","5_min","3_min","8_maj"
"1_maj","1_sus4","1_maj","1_sus4"
"6_maj","8_maj","10_min","6_maj"
"1_maj","5_min","10_min","8_maj"
"6_maj","5_min","3_min","6_maj"
"8_maj","8_maj","8_maj","8_maj"
"6_maj","8_maj","10_min","10_min"
"1_maj","5_min","10_min","8_maj"
"6_maj","5_min","3_min","8_maj"
"1_maj","1_sus4","1_maj","1_sus4"
"1_maj","1_sus4","1_maj","1_sus4"
"1_maj"
"Another Brick In The Wall (Part II)"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","6_maj","6_maj"
"6_maj","6_maj","1_min","1_min"
"4_maj","12_maj","1_min","1_min"
"4_maj","12_maj","1_min"
"1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","6_maj","6_maj"
"6_maj","6_maj","1_min","1_min"
"4_maj","12_maj","1_min","1_min"
"4_maj","12_maj","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"12_maj","12_maj","1_min","1_min"
"12_maj","12_maj"
"1_min","1_min","6_7","6_7"
"1_min","1_min","6_7","6_7"
"1_min","1_min","1_sus4(,9)","1_sus4(,9)"
"9_maj","9_maj","1_sus4(,9)","1_sus4(,9)"
"1_1"
"11maj","11maj","117","5_maj"
"2_min","2_min","12_dim","11maj","8_7"
"1_maj","1_maj","8_7","8_7"
"8_7","8_7","1_maj","1_maj"
"11maj","11maj","117","5_maj"
"2_min","2_min","12_dim","11maj","8_7"
"1_maj","1_maj","8_7","8_7"
"8_7","8_7","1_maj","1_maj"
"Ask Me"
"8_maj"
"1_maj","12_maj","3_min","3_min"
"3_min","3_min","1_maj","1_maj"
"10_min","5_min","2_dim","3_min"
"6_min","4_maj"
"1_maj","12_maj","3_min","3_min"
"1_maj","12_maj","3_min","3_min"
"3_min","3_min","1_maj","1_maj"
"10_min","5_min","2_dim","3_min"
"6_min","4_maj"
"1_maj","12_maj","3_min","3_min"
"1_maj","3_min","1_maj","1_maj"
"Ask Me"
"8_maj"
"1_maj","12_maj","3_min","3_min"
"3_min","3_min","1_maj","1_maj"
"10_min","5_min","2_dim","3_min"
"6_min","4_maj"
"1_maj","12_maj","3_min","3_min"
"1_maj","12_maj","3_min","3_min"
"3_min","3_min","1_maj","1_maj"
"10_min","5_min","2_dim","3_min"
"6_min","4_maj"
"1_maj","12_maj","3_min","3_min"
"1_maj","3_min","1_maj","1_maj"
"Baby Can I Hold You"
"1_maj","8_sus4","8_7"
"1_maj","8_sus4","8_7"
"1_maj","8_sus4","8_7"
"3_min","8_sus4","8_7"
"1_maj","8_sus4","8_7"
"3_min","8_maj","8_sus4","8_maj"
"1_maj","8_sus4","8_7"
"3_min","8_sus4","8_7"
"1_maj","8_sus4","8_7"
"3_min","8_maj","8_sus4","8_maj"
"1_maj","3_min","1_maj","3_min"
"10_min","8_maj"
"1_maj","3_min"
"1_maj","8_sus4","8_7"
"3_min","8_sus4","8_7"
"1_maj","8_sus4","8_7"
"3_min","8_maj","8_sus4","8_maj"
"1_maj","3_min","1_maj","3_min"
"10_min","8_maj"
"1_maj","3_min","1_maj","3_min"
"10_min","8_maj"
"1_maj","3_min","1_maj","3_min"
"1_maj"
"Baby You're Right"
"1_7","1_7","1_7","8_7"
"1_7","6_7","3_7","6_7","3_7","6_7","3_7","6_7","3_7","6_7","3_7"
"1_7","6_7","3_7","1_7","8_7","1_7","8_7"
"1_7","1_7","1_7","8_7"
"1_7","6_7","3_7","6_7","3_7","6_7","3_7","6_7","3_7","6_7","3_7"
"1_7","6_7","3_7","1_7","8_7","1_7","8_7"
"1_7","1_7","1_7","8_7"
"1_7","6_7","3_7","6_7","3_7","6_7","3_7","6_7","3_7","6_7","3_7"
"1_7","6_7","3_7","1_7","8_7","1_7","8_7"
"6_7","3_7","6_7","3_7","6_7","3_7","6_7","3_7"
"6_7","3_7","6_7","3_7"
"Back in the High Life Again"
"1_maj","1_sus4","1_maj","1_sus4"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj"
"1_maj","1_sus4","1_maj","1_sus4"
"1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"6_maj","8_maj","6_maj"
"1_maj","8_sus4"
"1_maj","6_maj","4_maj","9_maj"
"1_maj","6_maj","4_maj","9_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"6_maj","8_maj","6_maj"
"1_maj","8_sus4"
"1_maj","1_sus4","1_maj","1_sus4"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"Bad Moon Rising"
"1_maj","8_maj","1_maj","1_maj"
"1_maj","8_maj","1_maj","1_maj","1_maj","8_maj","1_maj","1_maj"
"1_maj","8_maj","1_maj","1_maj","1_maj","8_maj","1_maj","1_maj"
"6_maj","6_maj","1_maj","1_maj","8_maj","6_maj","1_maj","1_maj"
"1_maj","8_maj","1_maj","1_maj","1_maj","8_maj","1_maj","1_maj"
"1_maj","8_maj","1_maj","1_maj","1_maj","8_maj","1_maj","1_maj"
"6_maj","6_maj","1_maj","1_maj","8_maj","6_maj","1_maj","1_maj"
"1_maj","8_maj","1_maj","1_maj","1_maj","8_maj","1_maj","1_maj"
"6_maj","6_maj","1_maj","1_maj","8_maj","6_maj","1_maj","1_maj"
"1_maj","8_maj","1_maj","1_maj","1_maj","8_maj","1_maj","1_maj"
"1_maj","8_maj","1_maj","1_maj","1_maj","8_maj","1_maj","1_maj"
"6_maj","6_maj","1_maj","1_maj","8_maj","6_maj","1_maj","1_maj"
"6_maj","6_maj","1_maj","1_maj","8_maj","6_maj","1_maj","1_maj"
"Better Things"
"1_maj","1_7","6_maj","8_maj"
"1_maj","1_7","6_maj","8_maj"
"1_maj","1_maj","6_maj","8_maj"
"1_maj","1_maj","6_maj","8_maj"
"1_maj","5_7","6_maj","8_maj"
"1_maj","5_7","6_maj","8_maj"
"10_min","10_min","10_min","3_7"
"8_maj","6_maj"
"1_maj","5_7","6_maj","8_maj"
"1_maj","5_7","6_maj","8_maj"
"10_min","10_min","10_min","3_7"
"8_maj","6_maj"
"1_maj","6_maj","1_maj","6_maj"
"1_maj","6_maj","1_maj","6_maj"
"1_maj","1_maj","6_maj","8_maj"
"1_maj","1_maj","6_maj","8_maj"
"1_maj","5_7","6_maj","8_maj"
"1_maj","5_7","6_maj","8_maj"
"10_min","10_min","10_min","3_7"
"8_maj","6_maj"
"1_maj","6_maj","1_maj","6_maj"
"1_maj","6_maj","1_maj","6_maj"
"1_maj","1_maj","6_maj","8_maj"
"1_maj","1_maj","6_maj","8_maj"
"1_maj","1_maj","6_maj","8_maj","8_maj"
"8_maj"
"Big Yellow Taxi"
"1_maj","1_maj","1_maj","1_maj"
"6_maj","1_maj","6_maj","1_maj"
"1_maj","6_maj","6_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"6_maj","1_maj","6_maj","1_maj"
"1_maj","6_maj","6_maj","1_maj"
"1_maj","1_sus4","1_maj","8_sus4"
"6_maj","6_maj","1_maj","1_maj"
"6_maj","6_maj","8_sus4","8_maj"
"6_maj","1_maj","6_maj","1_maj"
"1_maj","6_maj","6_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"6_maj","1_maj","6_maj","1_maj"
"1_maj","6_maj","6_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj"
"Blow Away"
"1_maj","10_min","5_min","8_sus4","8_maj"
"1_maj","10_min","5_min","8_sus4","8_maj","8_sus4"
"1_maj","10_min","5_min","8_sus4","8_maj"
"1_maj","10_min","5_min","8_sus4","8_maj","8_sus4"
"1_maj","5_min","1_maj","12_maj"
"5_min","5_min","4_maj","8_sus4","8_maj"
"1_maj","5_min","1_maj","12_maj"
"5_min","5_min","4_maj","6_maj"
"4_maj","8_sus4","8_sus4"
"1_maj","10_min","5_min","8_sus4","8_maj"
"1_maj","10_min","5_min","8_sus4","8_maj","8_sus4"
"1_maj","5_min","1_maj","12_maj"
"5_min","5_min","4_maj","8_sus4","8_maj"
"1_maj","5_min","1_maj","12_maj"
"5_min","5_min","4_maj","6_maj"
"4_maj","8_sus4","8_sus4"
"1_maj","10_min","5_min","8_sus4","8_maj"
"1_maj","10_min","5_min","8_sus4","8_maj","8_sus4"
"1_maj","5_min","1_maj","12_maj"
"5_min","5_min","4_maj","8_sus4","8_maj"
"1_maj","5_min","1_maj","12_maj"
"5_min","5_min","4_maj","6_maj"
"4_maj","8_sus4","8_sus4"
"1_maj","5_min","1_maj","12_maj"
"5_min","5_min","4_maj","8_sus4","8_maj"
"1_maj","5_min","1_maj","12_maj"
"5_min","5_min","4_maj","6_maj"
"4_maj","8_sus4","8_sus4"
"Blue Jean"
"12_maj"
"1_maj","1_maj","1_maj","1_maj","1_maj"
"6_maj","6_maj","6_maj","6_maj","6_maj","6_maj"
"1_maj","1_maj"
"12_maj","1_maj","12_maj","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min"
"12_maj"
"1_maj","1_maj","1_maj","1_maj","1_maj"
"6_maj","6_maj","6_maj","6_maj","6_maj","6_maj"
"1_maj","1_maj"
"12_maj","1_maj","12_maj","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min"
"12_maj"
"1_maj","1_maj","1_maj","1_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min","8_maj","8_maj"
"5_min","5_min"
"12_maj","12_maj"
"3_maj"
"Born To Be Alive"
"8_1","8_1","8_1","8_1","8_1","8_1","8_1","A_1"
"8_1","8_1","8_1","8_1","8_1","8_1","8_1","A_1"
"8_min","8_min","8_min","8_min","8_min","8_min","8_min","A_min"
"1_maj","1_maj","12_maj","8_maj","1_maj","1_maj","12_maj","A_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"1_min","1_min","1_min","1_min"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","12_maj","G_maj"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"1_min","1_min","1_min","1_min"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","12_maj","G_maj"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"5_sus4","5_sus4","5_7","5_7"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"5_sus4","5_sus4","5_7","5_7"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","12_maj","G_maj"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj"
"Born To Be Alive"
"8_1","8_1","8_1","8_1","8_1","8_1","8_1","A_1"
"8_1","8_1","8_1","8_1","8_1","8_1","8_1","A_1"
"8_min","8_min","8_min","8_min","8_min","8_min","8_min","A_min"
"1_maj","1_maj","12_maj","8_maj","1_maj","1_maj","12_maj","A_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"1_min","1_min","1_min","1_min"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","12_maj","G_maj"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"1_min","1_min","1_min","1_min"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","12_maj","G_maj"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"5_sus4","5_sus4","5_7","5_7"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"5_sus4","5_sus4","5_7","5_7"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","12_maj","G_maj"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj"
"Born To Be Alive"
"8_1","8_1","8_1","8_1","8_1","8_1","8_1","A_1"
"8_1","8_1","8_1","8_1","8_1","8_1","8_1","A_1"
"8_min","8_min","8_min","8_min","8_min","8_min","8_min","A_min"
"1_maj","1_maj","12_maj","8_maj","1_maj","1_maj","12_maj","A_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"1_min","1_min","1_min","1_min"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","12_maj","G_maj"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"1_min","1_min","1_min","1_min"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","12_maj","G_maj"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"5_sus4","5_sus4","5_7","5_7"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","10_min","10_min","6_maj","6_maj","6_maj","G_maj"
"5_sus4","5_sus4","5_7","5_7"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","12_maj","G_maj"
"1_maj","1_maj","6_maj","6_maj","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj","1_maj","1_maj"
"10_min","10_min","8_maj","8_maj","6_maj","6_maj","6_maj","G_maj"
"10_min","10_min","12_maj","10_min","1_maj","1_maj"
"Breezin'"
"1_maj","4_maj","8_maj","4_maj"
"1_maj"
"1_maj","3_min","1_maj","3_min"
"1_maj","3_min","1_maj","3_min"
"1_maj","3_min","1_maj","3_min"
"1_maj","3_min","1_maj","3_min"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"1_maj","1_maj","1_maj","1_maj"
"Burning Down The House"
"1_min","1_min","1_min","1_min"
"1_min","1_min","1_min","1_min"
"6_maj","4_maj","6_maj","4_maj"
"6_maj","4_maj","6_maj","4_maj"
"6_maj","4_maj","6_maj","4_maj"
"6_maj","4_maj","6_maj","4_maj"
"6_sus4","4_sus4","6_sus4","4_sus4"
"6_sus4","4_sus4","6_sus4","4_sus4"
"6_maj","4_maj","6_maj","4_maj"
"6_maj","4_maj","6_maj","4_maj"
"6_sus4","4_sus4","6_sus4","4_sus4"
"6_sus4","4_sus4","6_sus4","4_sus4"
"6_maj","4_maj","6_maj","4_maj"
"6_maj","4_maj","6_maj","4_maj"
"6_maj","4_maj","6_maj","4_maj"
"6_maj","4_maj","6_maj","4_maj"
