 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 3_min7 , 8_maj(9) , 3_min7 , 8_maj(9) , 3_min7 , 8_maj(9) ,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 3_min7 , 8_maj(9) , 3_min7 , 8_maj(9) , 3_min7 , 8_maj(9) ,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 3_min7 , 8_maj(9) , 3_min7 , 8_maj(9) , 3_min7 , 8_maj(9) ,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj ,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
Kind Of A Drag,,,,,,,,,,,,,,,,
 1_maj , 1_aug , 1_maj6 , 8_7 ,,,,,,,,,,,,,
 3_min 8_maj , 3_min 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 3_min 8_maj , 3_min 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:aug , 0:maj6 , 0:7 ,,,,,,,,,,,,,
 11_maj , 11_maj , 11_min , 11_min ,,,,,,,,,,,,,
 0:maj , 4_maj , 0:maj , 4_maj ,,,,,,,,,,,,,
 0:maj , 0:maj 1_maj . . ,,,,,,,,,,,,,,,
 3_min 8_maj , 3_min 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 3_min 8_maj , 3_min 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:aug , 0:maj6 , 0:7 ,,,,,,,,,,,,,
 11_maj , 11_maj , 11_min , 11_min ,,,,,,,,,,,,,
 0:maj , 4_maj , 0:maj , 4_maj ,,,,,,,,,,,,,
 0:maj , 0:maj 1_maj . . ,,,,,,,,,,,,,,,
 3_min 8_maj , 3_min 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 3_min 8_maj , 3_min 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:aug , 0:maj6 , 0:7 ,,,,,,,,,,,,,
 11_maj , 11_maj , 11_min , 11_min ,,,,,,,,,,,,,
 0:maj , 4_maj , 0:maj , 4_maj ,,,,,,,,,,,,,
 0:maj , 4_maj , 0:maj , 4_maj ,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
Love Me Do,,,,,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 0:maj , 0:maj , 0:maj , 0:maj ,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 0:maj , 0:maj , 0:maj , 0:maj ,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 8_maj , 8_maj , 0:maj , 1_maj ,,,,,,,,,,,,,
 8_maj , 8_maj , 0:maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 0:maj , 0:maj , 0:maj , 0:maj ,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 8_maj , 8_maj , 0:maj , 1_maj ,,,,,,,,,,,,,
 8_maj , 8_maj , 0:maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj . 8_maj . ,,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 0:maj , 0:maj , 0:maj , 0:maj ,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj , 1_maj ,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
Honky Tonk Women,,,,,,,,,,,,,,,,
 N , N , N , N ,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 3_maj , 8_maj . . 8_sus4 , 8_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 3_maj , 8_maj . . 8_sus4 , 8_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 3_maj , 8_maj . . 8_sus4 , 8_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj 1_maj/3 1_maj/11 1_maj/#11 , 1_maj/5 1_maj ,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
Honky Tonk Women,,,,,,,,,,,,,,,,
 N , N , N , N ,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 3_maj , 8_maj . . 8_sus4 , 8_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 3_maj , 8_maj . . 8_sus4 , 8_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 3_maj , 8_maj . . 8_sus4 , 8_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 0:maj . . 0:sus4 , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 1_maj 1_maj/3 1_maj/11 1_maj/#11 , 1_maj/5 1_maj ,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
Hard Days Night,,,,,,,,,,,,,,,,
 8_sus4(b7) , &pause ,,,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 8_maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 8_maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 5_min , 10_min , 5_min , 5_min ,,,,,,,,,,,,,
 1_maj , 10_min , 0:maj , 8_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 8_maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 8_maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 5_min , 10_min , 5_min , 5_min ,,,,,,,,,,,,,
 1_maj , 10_min , 0:maj , 8_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 11_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 8_maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 1_maj 0:maj , ,,,,,,,,,,,,,
 8_min11 , x6,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
"(You're So Square) Baby, I Don't Care",,,,,,,,,,,,,,,,
 1_5 , 1_5 , 1_5 , 1_5 ,,,,,,,,,,,,,
 1_sus4 , 1_sus4 , 1_sus4 , 1_sus4 ,,,,,,,,,,,,,
 8_maj/11 , 8_maj/11 , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj/5 , 0:maj/5 , 0:maj/5 , 0:maj/5 ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 0:7 , 8_7 N . . ,,,,,,,,,,,,,,,
 1_5 , 1_5 , 1_5 , 1_5 ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 0:7 , 8_7 N . . , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:7 , 0:7 , 1_maj , 1_7 ,,,,,,,,,,,,,
 0:7 , 7_dim , 8_maj N . . , N ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 0:7 , 8_7 N . . , 1_5 , 1_5 ,,,,,,,,,,,,,
 0:7 , 0:7 , 1_maj , 1_7 ,,,,,,,,,,,,,
 0:7 , 7_dim , 8_1 , N ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 1_maj 0:maj , 1_maj 0:maj , 1_maj 0:maj , 1_maj ,,,,,,,,,,,,,
 0:7 , 8_7 N . . ,,,,,,,,,,,,,,,
 8_maj/11 , 8_maj/11 , 8_maj/11 , 8_maj/11 ,,,,,,,,,,,,,
 0:maj/5 , 0:maj/5 , 0:maj/5 , 0:maj/5 ,,,,,,,,,,,,,
 8_maj/11 , 8_maj/11 , 8_maj/11 , 8_maj/11 ,,,,,,,,,,,,,
 0:maj/5 , 0:maj/5 , 0:maj/5 , 0:maj/5 ,,,,,,,,,,,,,
 8_maj/11 , 8_maj/11 , 8_maj/11 , 8_maj/11 ,", fadeout",,,,,,,,,,,,
 0:maj/5 , 0:maj/5 , 0:maj/5 , 0:maj/5 ,,,,,,,,,,,,,
 8_maj/11 , 8_maj/11 , 8_maj/11 , 8_maj/11 ,,,,,,,,,,,,,
 0:maj/5 , 0:maj/5 , 0:maj/5 , 0:maj/5 ,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
A Dream Goes On Forever,,,,,,,,,,,,,,,,
 8_min7 . 10_sus4 10_maj , 3_min7 . 5_sus4 5_maj , 10_min7 . . 3_maj6 ," 8_sus4(b7,9) ",,,,,,,,,,,,,
 0:maj7 , 5_min7 , 3_min7 5_7 , 10_min7 ,,,,,,,,,,,,,
 8_min7 1_maj6 , 0:maj9 5_min7 , 3_min7 8_7 , 1_maj ,,,,,,,,,,,,,
 8_min7 1_maj6 , 0:maj9 5_min7 , 3_min7 8_7 , 1_maj ,,,,,,,,,,,,,
 8_min7 1_7 , 0:maj9 5_min7 ," 10_sus4(b7,9) 10_maj6 ", 8_9 ,,,,,,,,,,,,,
 0:maj7 , 5_min7 , 3_min7 5_7 , 10_min7 ,,,,,,,,,,,,,
 8_min7 1_maj6/b5 , 0:maj9 5_min7 , 3_min7 8_7/b11 , 1_maj ,,,,,,,,,,,,,
 8_min7 1_maj6/b5 , 0:maj9 5_min7 , 3_min7 8_7/b11 , 1_maj ,,,,,,,,,,,,,
 8_min7 1_maj6 , 0:maj9 5_min7 , 3_min7 8_7 , 1_maj ,,,,,,,,,,,,,
 8_min7 . 10_sus4 10_maj , 3_min7 . 5_sus4 5_maj , 10_min7 . . 3_maj6 ," 8_sus4(b7,9) ",,,,,,,,,,,,,
 0:maj7 , 5_min7 , 3_min7 5_7 , 10_min7 ,,,,,,,,,,,,,
 8_min7 1_maj6/b5 , 0:maj9 5_min7 , 3_min7 8_7/b11 , 1_maj ,,,,,,,,,,,,,
 0:maj7 , 5_min7 , 3_min7 5_7 , 10_min7 ,,,,,,,,,,,,,
 8_min7 1_maj6/b5 , 0:maj9 5_min7 , 3_min7 8_7 , 1_maj ,,,,,,,,,,,,,
 8_min7 7_7 , 0:maj7 5_min7 , 3_min7 8_sus4(b7)/5 , 1_maj ,,,,,,,,,,,,,
 8_min7 1_maj6/b5 , 0:maj9 5_min7 , 3_min7 8_7 , 1_maj ,,,,,,,,,,,,,
 8_min7 1_maj6/b5 , 0:maj9 5_min7 , 3_min7 8_7/b11 , 1_maj ,,,,,,,,,,,,,
 8_min7 1_maj6/b5 , 0:maj9 5_min7 , 3_min7 8_7/b11 , 1_maj ,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
A Love Song,,,,,,,,,,,,,,,,
 * ,,,,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 3_min , 8_maj , 3_min , 8_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 3_min , 8_maj , 3_min , 8_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 3_min , 8_maj ,,,,,,,,,,,,,
 3_min , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj/3 , 3_min , 8_maj ,,,,,,,,,,,,,
 3_min , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 3_min , 8_maj , 3_min , 8_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 3_min , 8_maj , 3_min , 8_maj , 0:maj , 8_maj ,,,,,,,,,,,
 1_maj , 1_maj , 3_min , 8_maj ,,,,,,,,,,,,,
 3_min , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj/3 , 3_min , 8_maj ,,,,,,,,,,,,,
 3_min , 8_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 3_min , 8_maj , 0:maj , &pause ,,,,,,,,,,,,,
 1_maj , &pause ,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
Against The Wind,,,,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 5_min , 5_min ,,,,,,,,,,,,,
 0:maj , 1_maj , 8_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 5_min , 5_min ,,,,,,,,,,,,,
 0:maj , 1_maj , 0:maj , 8_maj , 8_maj ,,,,,,,,,,,,
 10_min 8_maj , 1_maj , 10_min 0:maj , 1_maj ,,,,,,,,,,,,,
 10_min 8_maj , 0:maj , 0:maj , 8_maj ,,,,,,,,,,,,,
 1_maj , 5_min , 0:maj , 1_maj ,,,,,,,,,,,,,
 0:maj 5_min , 3_min 0:maj , ->,,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 5_min , 5_min ,,,,,,,,,,,,,
 0:maj , 1_maj , 8_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 5_min , 5_min ,,,,,,,,,,,,,
 0:maj , 1_maj , 0:maj , 8_maj , 8_maj ,,,,,,,,,,,,
 10_min 8_maj , 1_maj , 10_min 0:maj , 1_maj ,,,,,,,,,,,,,
 10_min 8_maj , 0:maj , 0:maj , 8_maj ,,,,,,,,,,,,,
 1_maj , 5_min , 0:maj , 1_maj ,,,,,,,,,,,,,
 0:maj 5_min , 3_min 0:maj , ->,,,,,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 5_min , 5_min ,,,,,,,,,,,,,
 0:maj , 1_maj , 8_maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 1_maj , 5_min , 5_min ,,,,,,,,,,,,,
 0:maj , 1_maj , 0:maj , 8_maj , 8_maj ,,,,,,,,,,,,
 10_min 8_maj , 1_maj , 10_min 0:maj , 1_maj ,,,,,,,,,,,,,
 10_min 8_maj , 0:maj , 0:maj , 8_maj ,,,,,,,,,,,,,
 1_maj , 5_min , 0:maj , 1_maj ,,,,,,,,,,,,,
 0:maj 5_min , 3_min 0:maj ,,,,,,,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,,,,,,,
 0:maj 5_min , 8_maj , 8_maj ,,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
 0:maj , 0:maj , 1_maj , 1_maj ,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
All This Time,,,,,,,,,,,,,,,,
 1_maj 10_min11 , 1_maj/5 0:maj , x3,,,,,,,,,,,,,,
 8_maj 1_maj/3 , 8_maj 1_maj/3 ,,,,,,,,,,,,,,,
 1_maj 10_min , 1_maj(9)/5 0:maj , x7,,,,,,,,,,,,,,
 1_maj 10_min , 8_maj 0:maj/9 ,,,,,,,,,,,,,,,
 10_min , 10_min , 3_7 , 0:maj ,,,,,,,,,,,,,
 8_sus4 8_maj , 8_sus4 8_maj ,,,,,,,,,,,,,,,
 1_maj 10_min , 1_maj(9)/5 0:maj ,,,,,,,,,,,,,,,
 1_maj 10_min , 1_maj(9)/5 0:maj , x7,,,,,,,,,,,,,,
 1_maj 10_min , 8_maj 0:maj/9 ,,,,,,,,,,,,,,,
 10_min , 10_min , 3_7 , 0:maj ,,,,,,,,,,,,,
 8_sus4 8_maj , 8_sus4 8_maj ,,,,,,,,,,,,,,,
 1_maj 10_min , 1_maj ,,,,,,,,,,,,,,,
 10_min , 10_min , 3_7 , 0:maj ,,,,,,,,,,,,,
 8_sus4 8_maj , 8_sus4 8_maj ,,,,,,,,,,,,,,,
 1_maj 10_min , 1_maj(9)/5 0:maj ,,,,,,,,,,,,,,,
 1_maj 10_min , 1_maj(9)/5 0:maj , x7,,,,,,,,,,,,,,
 1_maj 10_min , 8_maj 0:maj/9 ,,,,,,,,,,,,,,,
 10_min , 10_min , 3_7 , 0:maj ,,,,,,,,,,,,,
 8_sus4 8_maj , 8_sus4 8_maj ,,,,,,,,,,,,,,,
 1_maj 10_min , 1_maj ,,,,,,,,,,,,,,,
 10_min , 10_min , 3_7 , 0:maj ,,,,,,,,,,,,,
 8_sus4 8_maj , 8_sus4 8_maj ,,,,,,,,,,,,,,,
Almost Grown,,,,,,,,,,,,,,,,
 8_7 , N , N , N ,,,,,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 0:7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 8_7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 0:7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 8_7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 0:7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 8_7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 0:7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 8_7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 0:7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 8_7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 0:7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 8_7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 0:7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
 8_7 , 0:7 , 1_7 , 1_7 ,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,
Already Gone,,,,,,,,,,,,,,,,
 1_maj , 8_maj , 0:maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 0:maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 0:maj , 0:7 ,,,,,,,,,,,,,
 1_maj , 8_maj , 0:maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 0:maj , 0:7 ,,,,,,,,,,,,,
 1_maj , 8_maj , 0:maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 0:maj , 0:maj ,,,,,,,,,,,,,
 1_maj , 8_maj , 0:maj , 0:maj ,,,,,,,,,,,,,
