The Twist,,,,,,,,,,
 8_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
And She Was,,,,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 8_min , 8_min , 4_maj , 4_maj ,,,,,,,
 8_min , 8_min , 4_maj , 4_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj ,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
And She Was,,,,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 8_min , 8_min , 4_maj , 4_maj ,,,,,,,
 8_min , 8_min , 4_maj , 4_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 1_maj 6_maj , 1_maj , 1_maj 6_maj , 1_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 0:maj , 2_maj ,,,,,,,
 7_maj 2_maj , 0:maj 2_maj , 7_maj 4_maj , 0:maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj 6_maj , 11_maj 6_maj ,,,,,,,
 1_maj 6_maj , 11_maj 6_maj , 1_maj ,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Baby What You Want Me To Do,,,,,,,,,,
0,,,,,,,,,,
 1_7 , 1_7 ,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Baby What You Want Me To Do,,,,,,,,,,
0,,,,,,,,,,
 1_7 , 1_7 ,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 8_7/5 8_7 , 8_7/5 8_7 , 1_7 , 1_7 8_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Back Home Again,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 3_min , 8_maj , 1_maj , 1_7 ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 3_min , 6_maj , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 8_7 , 1_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 8_maj , 8_7 , 6_maj , 6_maj 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Back Home Again,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 3_min , 8_maj , 1_maj , 1_7 ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 3_min , 6_maj , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_7 , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 6_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 8_maj , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_maj , 1_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 6_maj , 8_7 , 1_maj , 1_7 ,,,,,,,
 6_maj , 8_7 , 1_maj , 6_maj ,,,,,,,
 8_maj , 8_7 , 1_maj , 1_maj ,,,,,,,
 8_maj , 8_7 , 6_maj , 6_maj 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Be My Baby,,,,,,,,,,
 N , N , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
 5_7 , 5_7 , 10_7 , 10_7 ,,,,,,,
 3_7 , 3_7 , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
 5_7 , 5_7 , 10_7 , 10_7 ,,,,,,,
 3_7 , 3_7 , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
 N , N ,,,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,", fadeout",,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Be My Baby,,,,,,,,,,
 N , N , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
 5_7 , 5_7 , 10_7 , 10_7 ,,,,,,,
 3_7 , 3_7 , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
 5_7 , 5_7 , 10_7 , 10_7 ,,,,,,,
 3_7 , 3_7 , 8_maj , 8_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj , 3_min , 8_maj , x2,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
 N , N ,,,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,", fadeout",,,,,,
 6_maj , 6_maj , 8_7 , 8_7 ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Big Iron,,,,,,,,,,
 10_min , 10_min , 10_min , 10_min , 5_maj , 10_min ,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 10_min , 10_min , 10_min , 10_min ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Big Iron,,,,,,,,,,
 10_min , 10_min , 10_min , 10_min , 5_maj , 10_min ,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
 6_maj , 6_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 10_min , 10_min ,,,,,,,
 6_maj , 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,
 1_maj , 1_maj , 10_min , 10_min , 10_min , 10_min ,,,,,
 1_maj , 1_maj , 1_maj , 10_min , 10_min , 10_min ,,,,,
